ssn4,ssn,zip,dob,r,g,ln,fn,ed,src,id
2822,006412822,06155,19510611,ASIAN,,LA ROCHE,ASHLEIGH,20230414,D2,e093801f7e3fa4a5ffb433d575772faf
5988,003865988,02046,19570506,ASIAN,,CLARKE,CAMBELL,20230414,D2,771bc548d877aff5f34ecffcfa9b7d16
3252,006383252,02204,19571209,ASIAN,,STUBBS,JACK,20230414,D0,4f6248243965f0543f62d0396f087b40
8866,003888866,02565,19840826,ASIAN,,DANELON,GEORGIA,20230414,D0,ce40b31319b51467a3303ac6502f111c
3948,001093948,04506,19700929,ASIAN,,HEEREY,CONNOR,20230414,D1,9ed6a79e30db602561ba270c35ca18c1
2806,009842806,02234,19800513,ASIAN,,MCGREGOR,BARKLY,20230414,D0,238bf38232e2436018bd1f2c952a9d11
3594,008673594,04118,,ASIAN,,BLENKLE,TIMOTHY,20230414,D0,b6aed2f78947f4e223f4a80cd1f9ac58
9678,003379678,02540,19601226,ASIAN,,GIERUS,AMY,20230414,D1,5302912ffd4d3bcb89fed322abb400e7
0923,009020923,04655,19721103,ASIAN,,ALDERMAN,TYLAH,20230414,D1,8b07b348cedc1f7ef9bbfd66aad1ba95
8719,006888719,05107,19420318,ASIAN,,BISHOP,BRADLEY,20230414,D2,3b05eb8a8746f86abfb0679d849f3b59
6892,009466892,02131,19380616,ASIAN,,WHELDALE,BRIONY,20230414,D2,98927c4e722756824b6282a38c0115a1
7930,005037930,07051,19391110,ASIAN,,MERCORELLA,CHLOE,20230414,D0,226f0ba08d4125e4d65900fc20413b95
3217,003173217,06112,19321224,ASIAN,,PRIEST,JESSE,20230414,D0,22732982f7bfe900a8e07f737a6fb836
8603,003198603,02036,19800623,ASIAN,,GILFEDDER,JOSHUA,20230414,D2,57e47987110cf6361f343f1245d14baa
7488,002217488,03810,19211114,ASIAN,,RYAN,ANTHONY,20230414,D1,b9d30d5f454444a3f49045720b582e28
9471,008169471,02533,19210302,ASIAN,,SPORN,CHLOE,20230414,D1,f7e93ce2cef10add298386268ebf6451
2810,005252810,07268,19421122,ASIAN,,MCCARTHY,EMIILY,20230414,D2,05e9764cc726dd4e8f64f68e2b341fae
1098,004871098,03220,,ASIAN,,EZIS,NATHAN,20230414,D1,57782251cf2b72262e3141e53b5d35ed
7073,003967073,02263,19120709,ASIAN,,LOWE,HANNAH,20230414,D2,f9ecda5992dd31b84f276185974b38dd
7131,004927131,05155,19480506,ASIAN,,BEATTIE,KAITLYN,20230414,D2,7c1df9f4c3c98de1a076dfff8f65fe68
9815,004419815,04179,19761129,ASIAN,,WHITE,MICHAEL,20230414,D2,ce56308f180953c3d0a76571efe8ec4f
8509,008808509,04573,19750429,ASIAN,,DONALDSON,JED,20230414,D0,2850c70a797310aa3a16ae3d22488a93
8708,008408708,04870,19450409,ASIAN,,LOMBARDI,NASYAH,20230414,D2,ccdd9d4c33cb548d58c763bd47b55423
7822,003537822,04350,19970911,ASIAN,,KLEMM,HANNAH,20230414,D2,46e4d1ec841572945ff584d78045ce4c
7986,005977986,06100,19691005,ASIAN,,SAX,TAYLA,20230414,D2,9858f019229a44a08ea29cd3e1852766
5413,006865413,02233,19950710,ASIAN,,CUPO,PEYTON,20230414,D1,f9d9c261585a6c18a658d68bb738fb2f
3251,007593251,02145,19571012,ASIAN,,ALLIK,OWEN,20230414,D1,b59bd44fe77f16d962d1a450f29f5143
6516,003526516,03101,19990718,ASIAN,,SMEATON,WILLIAM,20230414,D1,550c9e674cbfd9e8d56cb4edb05c0fb3
3894,005603894,02913,19570504,ASIAN,,LOWE,,20230414,D1,e895967ecba97288725e17de144ecceb
4348,002104348,06155,19300219,ASIAN,,NICOLL,JYE,20230414,D2,6fa2788f0627f8ddaea270e45d8e8ad2
1759,002871759,02650,19690501,ASIAN,,GALGAARDT,SAM,20230414,D1,095fc698fa03879c78c73d3f10670b99
9737,006469737,06108,19470512,ASIAN,,RAPISARDA,NOAH,20230414,D1,f6a3effa98f3d49cf3a6e65ac297b02d
9127,002729127,04501,19031124,ASIAN,,THORPE,LUKE,20230414,D2,b4824fa725225e7f4529ccdc4481bd64
0612,008760612,05112,19420704,ASIAN,,KENNAWAY,KYLE,20230414,D2,fa572fcefc418d04ec5baac0230f3b46
3053,006733053,06059,19841208,ASIAN,,PROVAN,CAMERON,20230414,D0,f4418c8251465f70db20f8fa334df196
3185,002523185,06152,19110706,ASIAN,,STEGEMANN,JOSHUA,20230414,D1,62fb5f01c018fc08a226cac54dd82849
0823,008360823,03909,19780209,ASIAN,,ANGERSON,MADELEINE,20230414,D0,c75acfb3cacec07b01da08d05b78bc50
1974,004531974,02478,19910120,ASIAN,,PATERSON,COOPER,20230414,D0,6b484d93e568f01d5b400ba757b7fa70
9974,003829974,02490,19681117,ASIAN,,GREEN,RUBY,20230414,D0,a1c97d3dce40f4f30627155058e3a024
8146,003148146,04556,19860118,ASIAN,,NEYLON,NATHAN,20230414,D0,88d195f6341d16153c983f25c1042675
7094,007537094,05163,19920610,ASIAN,,CLARKE,LUCINDA,20230414,D0,35eec49e3eb178f163af95b0d525788a
8628,007778628,03216,,ASIAN,,DIGNAM,GEORGIA,20230414,D1,a00745fe25258fdf3934b80447e456d5
4580,007414580,05244,19911109,ASIAN,,CAMPBELL,JESSICA,20230414,D1,aa1230adfc66f0010af3ee58739883ee
4905,008814905,03184,19310304,ASIAN,,STUBBS,ANGELICA,20230414,D1,11424eeb9864a4b0363b942b0127c8ef
5918,005025918,02291,19610228,ASIAN,,STEPHENSON,HANNAH,20230414,D2,278e4c7bd94da0c8f8fb5d236cee2a7c
5093,004635093,06153,19761115,ASIAN,,WEBB,JACINTA,20230414,D2,080a7529a8588c53ef3e1a8883cdcee4
2191,002142191,02443,19040414,ASIAN,,HOLLAND-DUKES,COOPER,20230414,D0,14a17fe111faa0e727e3e73a8d399dc5
7488,002217488,03810,19211114,ASIAN,,RYANI,ANTHONY,20230414,D1,caf64b9b3a03d38c624b0e3abd990c98
8105,007008105,02069,19070525,ASIAN,,SELKIRK,DANIEL,20230414,D1,b8525506d13ece46f0e69510ea7ba837
2743,005562743,05065,19070729,ASIAN,,MILLAR,JAGGAH,20230414,D1,03ee2a8f19419ad0c066f4d758c47041
7622,004207622,03505,19730214,ASIAN,,MANSON,SAMUEL,20230414,D2,51d99d4d7ab28e925a08d13fc0cae53a
9674,008729674,05113,19660316,ASIAN,,MINTER,ROSIE,20230414,D2,a3659c0550b0ad4041d1cf7f6c3aa7cb
2480,005912480,04108,19710309,ASIAN,,COVENY-SANDERS,SIDONIE,20230414,D2,3682742eb3387ba3a9f857a92a93efcb
8914,009968914,03122,19890114,ASIAN,,WALLER,EMERSON,20230414,D2,027e42c5edef47be7e432237fab2c606
1428,001881428,02619,19410109,ASIAN,,FERRIS,CAMBELL,20230414,D0,581836845d21de0e15580299f1738b76
0965,002200965,04128,19490720,ASIAN,,RUSHBY,KYLE,20230414,D1,92b5a8a8530ad9563175c855201aa287
4068,009064068,03550,19811231,ASIAN,,MASON,TAYLAH,20230414,D1,7ee28677da357bea7e74e045c5e9e9cb
5130,008465130,03056,19920724,ASIAN,,PAWLISZYN,TANSY,20230414,D1,0a7d9df52a6a7ecf416f36fed5bcbef4
1613,006631613,03300,19300518,ASIAN,,,HARROET,20230414,D1,189ed294c4eded461f21ba8638f828dd
8768,008698768,02160,19340421,ASIAN,,OLLIVIER,ALEXANDRA,20230414,D2,a0128b906aa30fdc2455d258b8cf3adc
9880,003179880,02223,19020917,ASIAN,,SHIH,COOPER,20230414,D2,d73150e34b2f7966790d242e3655f980
0843,003800843,03799,19121004,ASIAN,,COLEMAN,PASCALE,20230414,D0,173b79da1c59bc0cf0528fafb93f48e7
9652,007539652,06230,19350527,ASIAN,,BECKWITH,RHIANNON,20230414,D2,6a395e2f73e0e051aeef94ebfd10b6be
2270,009392270,03038,19140817,ASIAN,,MITTNO,MITCHELL,20230414,D0,7cc4805371491b295520d05a8f30f95f
8867,001208867,07051,,ASIAN,,MIDDLEBROOK,KARISSA,20230414,D0,bec734e5878f70eb7dc415d9a8009867
7376,008097376,03215,19780717,ASIAN,,BERRY,LUKA,20230414,D0,f597d9e6ae84b10444b3718c1c20ebfe
7109,007187109,03712,19651108,ASIAN,,HARRINGTON,NATHAN,20230414,D0,f30ae667a3189ef9f9c2cae4d0323498
1424,002171424,06743,19991124,ASIAN,,WORSLEY,SHAUN,20230414,D2,7a41865203a8e4f7f994fcc916ba6d92
6294,008736294,03814,19801103,ASIAN,,LOCK,SOPHIE,20230414,D2,4f8aa5232a430704928b08086e69b9de
4812,002604812,02905,19780614,ASIAN,,HUMPHREYS,JACOB,20230414,D2,51ebba9bf201e74c047d97e64ec3c46b
9265,004219265,05152,19880611,ASIAN,,WEBB,JAKE,20230414,D1,1e669454cc4800251d8c7ad2783c1813
8850,005508850,06061,19650619,ASIAN,,GEORGE,BAILEE,20230414,D1,9025da4bdd177328b7e70334e0626ba6
5808,003375808,02484,19220121,ASIAN,,GREEN,CHRISTIAN,20230414,D0,6d72254a0c62de151a62dbe433aa3bb7
0754,006880754,04306,19410914,ASIAN,,BARRITT,CHARLOTTE,20230414,D1,5814f6436f3964a2e9a4050afea9efa6
6879,004886879,05000,19351112,ASIAN,,MODYSTACH,ANNABELLA,20230414,D1,d46b1cee9ed9a4726402386ab9598a04
9447,001069447,02228,19911104,ASIAN,,GERSTE,ASHLIE,20230414,D0,74ad0fb11b686472104b3b3919bc8d2a
5774,007545774,04019,19710405,ASIAN,,EDMONSTON,LIAM,20230414,D1,467409ddd30224b749e1702dd137feca
1150,006911150,02144,19190528,ASIAN,,GREEN,LIAM,20230414,D1,d332726b9abc27ec78be781f3063b7c0
7021,002407021,06330,19650320,ASIAN,,STANLEY,EMIILY,20230414,D0,b28bd68b7dbee86c366d4e83adb82380
2488,007232488,04670,19040307,ASIAN,,PIENING,DANIEL,20230414,D0,bd29cc283b100afbb808857bdc7e6ce2
3103,006693103,02646,19010614,ASIAN,,TOSELAND,CHARLES,20230414,D0,72ce23ec6f627dcb33ceaa30159bf851
6393,008176393,04701,19341129,ASIAN,,DOOLEY,KIMBERLEY,20230414,D0,e15c3fa60d590444652cd093dcbc1c29
2928,004922928,03032,19570510,ASIAN,,DIETRICH,DANIEL,20230414,D1,d3f3c9b77cb5db3fabd211bf639356e8
4697,001874697,02220,19090312,ASIAN,,MORRISON,NAOMI,20230414,D1,b897405bd5af3c7ea293d7418cb5f41f
2449,008172449,02034,19011210,ASIAN,,COSGROVE-BROWN,AMY,20230414,D0,a1897a263137b261ce2229517b3dfb79
6569,004576569,02476,19251215,ASIAN,,PULFORD,CONNOR,20230414,D0,5cbddbed5f8f906347992a478bc99976
5894,005015894,06562,19760922,ASIAN,,LHIOU,CAITLIN,20230414,D2,14fc451e54b78ed16b696b1dcbdfe727
1605,001951605,03342,19190531,ASIAN,,AYRES,WADE,20230414,D1,c84df5d41506d636a462d62a5f433279
8926,007968926,02767,19520525,ASIAN,,ZALUSKI,,20230414,D1,56c3f7aa0bd5ee8a13fccabbb8c7e0aa
4460,001834460,02203,19760428,ASIAN,,COULSON,KIEREN,20230414,D1,6eae1836379a8f28d279b2c37f091943
2389,001202389,03192,19630224,ASIAN,,CULPH,CHLOE,20230414,D1,0e685420df87e461b6bbe8f7d8887ebd
6680,004716680,03032,19191208,ASIAN,,MAURIC,OSCAR,20230414,D1,a5869143fee215be1d58bd97d70e087c
1325,004571325,02204,19621009,ASIAN,,FINLAY,CALEB,20230414,D1,b73760e215afe7acf127ba02092b4ca2
6242,005726242,05113,19210801,ASIAN,,ETHERINGTON,JACK,20230414,D1,8872b3e54a830db3dd34ade637cdb88e
7966,001437966,07248,19511007,ASIAN,,GREEN,ZACH,20230414,D0,cc6664a0d687e7561c9c283f099c894d
4498,007244498,02545,19201119,ASIAN,,ULRICK,JADE,20230414,D0,3dc15029e9eda96013c099e7820cbde1
3112,002403112,03219,19000704,ASIAN,,WYNNE,BENJAMIN,20230414,D1,8afb6270582687d2d0689f65792ad584
9105,008829105,03564,19390315,ASIAN,,DRECKOW,CAIN,20230414,D2,923db4c56a66cc511a60dcef0bc9cea5
6035,002046035,02716,19280327,ASIAN,,BLOWES,ZARA,20230414,D1,c0c40a3816412c660a956b2563399278
9278,006649278,02617,19711206,ASIAN,,GLASS,DOUGLAS,20230414,D1,17e12f3031251d68889e6d2a52eda164
0168,003610168,03842,19300707,ASIAN,,BARRA,HOLLY,20230414,D1,f0fe15e53615abfd4d91d5bbe9102cbf
1249,001861249,04179,19121104,ASIAN,,RICHMOND,TALYAH,20230414,D1,6e5622e90e134f640238498f72248d8c
3650,001653650,05118,19640522,ASIAN,,LOWE,FERGUS,20230414,D2,972c05cf521fb7c2bf852af64c2b6b99
0716,007960716,03051,19520728,ASIAN,,,SARAH,20230414,D0,cd531b0cc20ec613dbc9024dca545926
3304,004803304,04130,19540518,ASIAN,,PURTELL,ABBEY,20230414,D0,7c4ca8618551af2ffea1dd224bc024ed
3736,003653736,06210,19450923,ASIAN,,TUCKWELL,GIORGIA,20230414,D1,a77eadd1856524204bd79df63ab4e5e8
5316,006785316,04501,19340726,ASIAN,,MATTHEWS,JAIME,20230414,D1,0fbf3e8530638035d7efc5baab3624db
5740,006025740,03888,19841104,ASIAN,,MADIGAN,BRIANNA,20230414,D2,ef2906b854b10fb69e6ea2532ec69852
4246,002454246,04815,19261018,NHOPI,,ALLCHIN,CHARLOTTE,20230414,D0,e5dfc20468e88bb3ad0d60ed387bce79
1595,006241595,00810,19140524,NHOPI,,NGUYEN,DANIEL,20230414,D0,c1826543d27240bf904e089d1095c93d
0314,003290314,03280,19970319,NHOPI,,SHADBOLT,,20230414,D0,5dc5f0865eeea0029e730838bb01e0c5
6005,005246005,05034,19771001,NHOPI,,WALLS,JOSHUA,20230414,D2,23d3d4b022fe314af68623373ac348f4
1452,001291452,02200,19970224,NHOPI,,LEON,OLIVIA,20230414,D0,5d0d03bdd5b0d0455648f9ca70c4b05b
7714,005407714,06153,19411028,NHOPI,,WHITE,JARED,20230414,D0,6833d1ca9a73309ff4a40fd4a7663fd2
1266,001081266,06233,19710909,NHOPI,,MORRISON,GRACE,20230414,D1,751bcbfd3bd4fc3a9ab7ca0402efc7fd
3597,002383597,06052,19220527,NHOPI,,HINKS,KATE,20230414,D1,1c3098c4ebdbb72da5df79dddcdeaef1
0118,008510118,06104,19270201,NHOPI,,WASLEY,YANA,20230414,D1,15cc5a276af6fe5f29b9a74516b895db
0869,005390869,02099,19240608,NHOPI,,BLACLKOW,CHARLOTTE,20230414,D1,0836ab5d06add68e9a060925db5d4dc4
1728,001961728,02087,19451223,NHOPI,,RYAN,ALISSA,20230414,D0,4f4c8408c21c00bc2e67fbacb757e121
7343,006587343,02785,19171003,NHOPI,,CAMPBELL,TAHNEE,20230414,D0,d8da51c96a51ff94a5f36cd5bcafbb4c
4641,006844641,05214,19730512,NHOPI,,COLEMAN,MONTANA,20230414,D1,7f80e76f94b2e4a39777277853ae56eb
7880,006087880,04455,19900613,NHOPI,,MASON,FELICITY,20230414,D0,060734077020576035fc7d4e03986383
8252,008278252,02303,19680324,NHOPI,,PLANE,JOSEPHINE,20230414,D2,e11077d3b45919832cfed6dd27179f21
1064,003061064,02130,19880305,NHOPI,,MILES,LAETITIA,20230414,D2,443192e93411175f79aa7ba0d2cc00df
4815,003244815,02074,19710614,NHOPI,,OLBREI,TARA,20230414,D2,311e7458fa5f197a36b269b115b30db5
6499,006016499,05153,19260518,NHOPI,,MALIN,PIA,20230414,D0,8157da2283f2470797fb64a66626e683
3006,005743006,02042,19120701,NHOPI,,RYAN,JACQUELINE,20230414,D1,dc8aa322d7a3ee56d274af55777dff04
6564,007166564,04121,19011225,NHOPI,,SCAMONI,PIA,20230414,D2,69f13668b84261598a13d48cf7a7bb60
0993,001010993,02763,19620609,NHOPI,,WHITE,LILLIANNA,20230414,D2,d27bc2d72c14d8dded7a416b5289d450
8527,007968527,06050,19900407,NHOPI,,BERRY,JOSHUA,20230414,D0,be297097d88c4dc10de6028311d07c16
0853,006430853,03130,19440317,NHOPI,,GROSVENOR,EMIILY,20230414,D0,815265fc983a40a0a4676ddd92570e46
0010,005860010,03161,19760927,NHOPI,,MARRING,JED,20230414,D0,d336015f2991ecc78f3bdde3821ab654
3758,001163758,02583,19351114,NHOPI,,NGUYEN,,20230414,D0,ea4b0d9308a009d7c8defbc0d01929e3
2180,003682180,02577,19841225,NHOPI,,WEBB,,20230414,D2,3b42a26f9e3923eeaa841178b49dccab
4412,003774412,03280,19740716,NHOPI,,NESICH,BENJAMIN,20230414,D2,6e418572b9d7d49d659006d7639f2b5a
5196,005895196,04035,19610328,NHOPI,,REID,SOPHIE,20230414,D2,b3ac14e83a8ef06a90a01a56f8dc7027
6827,002216827,03922,19200629,NHOPI,,LYDON,RUBY,20230414,D0,26b77e9a5c77abbfdab88d607c9b2dc3
8253,004658253,03000,19510127,NHOPI,,LOMBARDI,ALEXANDER,20230414,D0,f8a8e369c14a207aa7f45c1f217fee09
3121,008603121,03216,19930619,NHOPI,,ROCCATTI,FLYNN,20230414,D1,6ce0feccec848b1ecf3666f35373363f
8225,004528225,02097,19520814,NHOPI,,LUPOI,EMMA,20230414,D2,a590838fc8a6c913c3cb229141768842
4924,007414924,04070,19041023,NHOPI,,WHITE,IMOGEN,20230414,D1,36492f03d81375fc8da58bf1290c429c
9459,005159459,04740,19601220,NHOPI,,GUYMER,COOPER,20230414,D1,fc8b3451be2410fc288e677cda401be5
0991,001740991,03934,19450703,NHOPI,,WHITE,HOLLY,20230414,D0,c7cd8c51c5f002df5c83a5e7b2f3c829
3580,004823580,03205,19330714,NHOPI,,TILLER,LEWIS,20230414,D0,a1cea8ba7e368a26ff8eb41ee8c10b03
4420,006064420,05049,19830402,NHOPI,,FORNARINO,WILLIAM,20230414,D0,51f9c8733b575784411ccf7bafa05d55
7988,009817988,03040,19030508,NHOPI,,CHALLENOR,KENNETH,20230414,D1,91db97b7cc25f6ea40beb1cfb1060aa5
5722,008555722,06101,19460825,NHOPI,,CANNELL,DAVID,20230414,D0,466d45c54c9832abbac307cedfed5332
7776,005647776,05573,19480518,NHOPI,,MCCAUSLAND,LAUREN,20230414,D0,cb6ac099bcc7d1e6972477cea4739184
1255,006801255,04069,19340324,NHOPI,,WARENDORF,RILEY,20230414,D0,ac30cd83b89f3a5d349e66eaaba4dba1
2304,003492304,02780,19460123,NHOPI,,KERLEY,HANNAH,20230414,D1,eae3980014fd8f4feff44fd45e7aac23
9028,008899028,02137,19840929,NHOPI,,WINFIELD,JACKSON,20230414,D1,37df0372b2f2a084cdbbf1f8cc933999
2756,002692756,02168,19370922,NHOPI,,STEPHENSON,ISOBEL,20230414,D0,b20f4e07c55477febf2cb44f9ac087ac
8822,007058822,02031,19610921,NHOPI,,HAND,ERIN,20230414,D0,7f073d18a3a5bbbea6acbf8ca3e9c313
3372,002433372,02017,19180725,NHOPI,,NGUYEN,SAMUEL,20230414,D1,6d48722dd050c202f165f27601eba1e4
4482,005854482,02040,19120929,NHOPI,,HOSTLER,AMBROSIA,20230414,D2,8ecec6290b277995b27532f734b3cce2
3113,007043113,04573,19850822,NHOPI,,SNELLING,RHYS,20230414,D0,6b392db6ac6e14a642942eefeb89c47a
3735,001613735,03450,19830124,NHOPI,,HOBSON,ISABELLE,20230414,D1,b1ce6a033cf3b962f2857c6ebc362fab
9068,007869068,02558,19851211,NHOPI,,DRYSDALE,KIMBERLY,20230414,D0,c90a18b6e485fdb609e633be18a4e93c
9609,005579609,02093,19770302,NHOPI,,HAYBALL,HOLLY,20230414,D2,239b402b842e7241645803cb786a2723
8069,008058069,03185,19890705,NHOPI,,WOOLEY,SAMUEL,20230414,D2,5140877682b9497e15cb33bc5d674f88
6163,007916163,03003,19661123,NHOPI,,WHITE,EMMA,20230414,D1,d6c29b4b717adffe1d3d0bb0b0302df0
8823,003258823,02050,19310908,NHOPI,,NGUYEN,NICHOLAS,20230414,D2,195b4d588abcd8179506770a8ded9b03
4192,002314192,02729,19021119,NHOPI,,RACHWAL,MELINDA,20230414,D2,94873b066aacf8d5f4fa63129664ef65
9271,008819271,04101,19630418,NHOPI,,PAINE,ELLY,20230414,D1,ef6a0e351f8848bfb74f88502ad27a3d
4520,005304520,02400,19290112,NHOPI,,KOSTANTAKIS,EMIILY,20230414,D1,8d87ce0cc36173d23683c437e75d9260
7778,002427778,06155,19391213,NHOPI,,FAWKNER,D'ARCY,20230414,D2,e62c147ebf047a275c1b735eeec5709f
5153,001275153,02450,19241016,NHOPI,,NOACK,SOLOMON,20230414,D2,36e9ba46a0fdcef92d976055d7fcfaf8
6769,001836769,03927,19000320,NHOPI,,WILUD,JACOB,20230414,D0,e86061b90f6ed9d8b97405de8b1eafed
3152,009443152,03167,19430307,NHOPI,,SPINATO,BENJAMIN,20230414,D0,3fdfd680a485e04afddba519802b4918
4843,009374843,03130,19860606,NHOPI,,GREEN,ALEXANER,20230414,D1,4c8c5a8d0b777045eefff7a828d3c032
9068,001599068,02010,19321004,NHOPI,,STANLEY,KRISTO,20230414,D1,9ef8728a5e9093c2edff94b031f0476c
4292,006604292,02444,19750216,NHOPI,,WEBB,COOPER,20230414,D1,c6e85a2199eba8f79524c7f5afc6ba03
6150,001896150,05075,19880610,NHOPI,,MORRISON,ALICE,20230414,D0,686d5c4005366660d69ebe1f182e002f
6747,002606747,03141,19070529,NHOPI,,GIOLA,LIBBY,20230414,D2,5b7e9e646dcc0529c1ffe1aeb1167caf
7161,008057161,04152,19291225,NHOPI,,GOODACRE,LACHLAN,20230414,D2,c707f83343f0b2816672d615f629b079
2948,005152948,04012,19701025,NHOPI,,DIXON,CALEB,20230414,D2,930fb405f68bd0d4b9ea4dd38e6f1840
1784,006071784,04120,19801229,NHOPI,,CHANDLER,STELLA,20230414,D0,a37167772ac3593763384204f35699ba
0282,008630282,03912,19060713,NHOPI,,SAVINO,BRIANNA,20230414,D2,d6cad797833eebb1c18d468b4b4a16ba
5977,001065977,05290,19911026,NHOPI,,HISLP,DOMINIC,20230414,D0,df4c3447c0fe4bf9ca44d6046b2e0bc5
1670,007381670,07260,19651216,NHOPI,,DENT,EMMA,20230414,D1,838edc06ec7cd8a19203f6d5bc662a7f
4676,005194676,07018,19641229,NHOPI,,FUSCO,FINNBAR,20230414,D0,5fe73778d1af51417a53ed11c0ed3ce0
6509,005806509,02775,19660618,NHOPI,,HOPE,NED,20230414,D0,37a9b0c7e61ad3c6412299e991e22546
8363,009288363,04109,19070711,NHOPI,,ALGO,BRILEY,20230414,D1,9faebeaab217cd178a052c05b60b36a7
1578,002641578,04701,19510908,NHOPI,,HILTON,CONNOR,20230414,D2,88729c535163c55835f4adb9fbac52d2
9143,001319143,02230,19710529,NHOPI,,PAINE,AMY,20230414,D0,4760e94dd91cdc5d62a774d0e044ad19
7900,005747900,02261,19210429,NHOPI,,WHITE,MATTHEW,20230414,D2,d4fd1c78c8527d4a8956b0c1ed93f7ac
0574,001560574,03215,19640328,NHOPI,,GREEN,ALEXANDRA,20230414,D2,7dc867e31f77d5c977e1c91f38d11161
1540,007371540,02026,19580510,NHOPI,,MENARD,SARAH,20230414,D0,3206b722a30a0e4c0398f2f1f9df0b29
7917,001477917,02422,19460523,NHOPI,,WHETSTONE,MITCHELL,20230414,D1,dab52c032fb7ce6fe34250156dd50886
2464,009002464,03223,19630228,NHOPI,,COPPOCK,GABRIELLE,20230414,D1,ab08df61cbc7f7a0214523bd4a688fa4
0434,007730434,04738,19920503,NHOPI,,SALT,JOHN,20230414,D0,d23d6565ac71ed85f550123a413d965f
6221,009606221,02360,19660205,NHOPI,,DINNISON,LACEY,20230414,D0,d7af929cc6bf38f6ac578cb2249c32de
2322,008632322,03480,19311205,NHOPI,,BROWNE,CHLOE,20230414,D2,89e52c2c27ae0b52f93d57d96f286fc3
9367,009479367,06062,19530924,NHOPI,,NGUYEN,WILLIAM,20230414,D2,3eb296cdfdc999fde89e592cb3477fec
4342,008694342,03187,19730209,NHOPI,,COLLIER,LACHLAN,20230414,D2,8d2303cd14f9e8066b5ac30be2747646
6173,005156173,05571,19150602,NHOPI,,WHEATLEY,ALISA,20230414,D2,a4b9472fbdd17c3528a01a4b931e82f3
4082,005724082,02330,19010502,NHOPI,,NAND,,20230414,D2,9e187a8b3bdd1d9adab4a521824b8007
3627,001683627,02191,,NHOPI,,GREEN,KASEY,20230414,D0,1a34b2c4573bc5055e226d0da407d7c6
3579,005843579,02166,19820220,NHOPI,,PATESRN,MHARY,20230414,D0,7c1be195279bf8215f285d967f4d216a
2598,009552598,00870,19551028,NHOPI,,HARRLAND,JORDAN,20230414,D1,814e0d5d1bdf0e4faf1fd349dffc554f
0350,004130350,03166,19861119,NHOPI,,HELLING,MADDISON,20230414,D0,5939b596e08b0ab956d45c628e7cf0b5
3110,004393110,04215,19110427,NHOPI,,EVERSEN,ANNABEL,20230414,D0,c827f56ae91d2df6ec7e982a2b3c0c4b
0623,006430623,04557,19571110,NHOPI,,CRUICKSANK,CHLOE,20230414,D2,ee7655efa5d86865b827f2e2797dd707
7633,004377633,02560,19781205,NHOPI,,RYAN,JOHN,20230414,D2,6dfcb693eefe215be0c97b45050b6a16
2518,005482518,02250,19320908,NHOPI,,DE PIZZOL,THOMAS,20230414,D2,71dda4d5baeb2621ac96b91fbea3a229
8401,002298401,02644,19320831,NHOPI,,LOCK,BROOKLYN,20230414,D2,667ff7ef5f49ea5b0bc81339b3e55439
1907,005031907,02794,19181012,NHOPI,,MASON,CAITLIN,20230414,D0,37d2d44e49e638ff4caccb178b46e4cc
3841,003803841,07307,19720116,NHOPI,,NGUYEN,APRIL,20230414,D0,489220eca5aa71d59c5a00d5c86583ca
9867,005819867,03134,19640522,NHOPI,,TROMP,ALIA,20230414,D1,0a620b26617aed14c7aa61bd21609696
7384,009087384,02085,19410118,NHOPI,,VERCO,DILLON,20230414,D1,293e8a436226d378c40b9da6879f9491
8474,003518474,04305,19480229,NHOPI,,MOODY,MICHAEL,20230414,D1,1f52c6098de931914ca0374a4f8c0a16
9588,004709588,03071,19860904,NHOPI,,COX-MCKINNON,ARABELLA,20230414,D2,87e053656ea09b302d0c1259f71d642e
8375,009318375,04051,19760323,NHOPI,,HUXLEY,PACE,20230414,D2,c13bda79e6f09f53972fe976d3999708
2523,007942523,03055,19450530,NHOPI,,FREW,SARAH,20230414,D2,4dccf3d4b1ea5603ae8a5c38790fbc17
1897,005661897,05041,19281103,NHOPI,,LOMMAN,BREE,20230414,D2,002426ad3d099f52549c681665328328
3141,008283141,07250,19250508,NHOPI,,MORRISON,LAURA,20230414,D0,af5fac560f2abd44f5ac4fff1756924e
5838,009615838,02615,19100405,NHOPI,,SALT,MADISON,20230414,D0,a1bac7292ebbcf89ade1bcda37f38ae3
2694,004152694,02161,19781005,NHOPI,,HOISTECH,LILY,20230414,D1,74cb23630f11ad5b3b9cc4ab6c6d890f
1330,005231330,02325,19880910,NHOPI,,CHUCK,JETT,20230414,D2,c273826243f9c2872afb0415b0b88b82
9590,002719590,03163,19050126,NHOPI,,JOLLY,ISABELLE,20230414,D0,c2d4527f975a43b6b4558ac06b6b3076
0463,005910463,03046,19591215,NHOPI,,FERRIS,TIMOTHY,20230414,D0,c9182b50f0ed83102e2d4ec9cde81c28
3663,004313663,02830,19490511,NHOPI,,OTTGNS,JOEL,20230414,D1,b6f4fc9f3336da13f2f7be2c80f83739
1332,008421332,03054,19190607,NHOPI,,HILSBERG,HARRISON,20230414,D0,7cdef8ccd0349b260ce91e3ddb04dfb3
6593,004536593,02170,19690212,NHOPI,,VEIS,THOMAS,20230414,D0,14b8b849548df51bdefe1bea8514051c
